duration,pkt_count_out,pkt_count_in,byte_count_out,byte_count_in,pkt_rate,byte_rate,avg_pkt_sz,tcp_flags_syn,tcp_flags_ack,tcp_flags_rst,protocol,label
0.022255270059106796,2126,1,1547728,135,95572.86855432416,69550402.93328719,727.7212035731077,2126,1,1,6,1
0.005260002798841391,2,0,84,0,380.22793456317845,15969.573251653495,42.0,2,0,0,6,2
0.28501008083992035,3932,5,4160056,1390,13813.546483681283,14601048.45322061,1057.009398018796,3932,5,3,6,1
104.44673817435914,15,94,7440,71440,1.0435941026520124,755.217457038447,723.6697247706422,2,107,0,17,0
12.036755362237601,11,50,10241,38400,5.067810897891362,4041.0391784317003,797.3934426229508,3,58,0,6,0
15.854313379531913,29,15,18241,9960,2.775269981530986,1778.7588352080759,640.9318181818181,3,41,0,17,0
84.8440485095759,7,89,2079,58384,1.1314877317430814,712.6369033789784,629.8229166666666,1,95,0,17,0
54.95582598184382,28,25,12404,19775,0.9644109437552629,585.5430143226529,607.1509433962265,1,52,0,17,0
0.04498722969348868,3600,1,3765600,437,80044.93774199211,83713467.70314877,1045.8308803110247,3600,1,3,6,1
118.75327872575484,45,93,28530,47709,1.1620731779430944,641.9949058927796,552.4565217391304,3,135,0,17,0
98.79450868681019,25,56,8450,11144,0.8198836258883497,198.33086130439906,241.90123456790124,1,80,0,6,0
0.11418700658652889,3044,3,3524952,894,26684.29702368139,30877821.438713137,1157.1532655070562,3044,3,2,6,1
67.80280796541494,21,100,13902,94100,1.7845868575490271,1592.8838825538019,892.5785123966942,3,118,0,6,0
17.738157341911613,73,62,6862,6138,7.6107116087544675,732.8833401022821,96.29629629629629,15,119,5,6,3
8.559797032082898,29,81,15747,92907,12.850771997012313,12693.52527784887,987.7636363636364,2,108,1,17,0
86.76589650386316,48,73,39936,44530,1.3945571344913448,973.4930819995532,698.0661157024794,3,118,0,6,0
1.3861926161057854,21,69,17724,29601,64.92604199035192,34140.27707992672,525.8333333333334,3,87,0,17,0
77.03498988905461,43,30,9460,24870,0.947621335514345,445.64164997544475,470.2739726027397,1,72,0,17,0
1.0680556392252771,25,67,2075,19631,86.13783460450895,20322.9112817986,235.93478260869566,2,90,0,17,0
7.893094812808319,41,15,6191,15885,7.094808985333285,2796.875056432457,394.2142857142857,1,55,1,6,0
79.51034790693672,40,26,13400,29744,0.8300806339981058,542.6211950487012,653.6969696969697,3,63,0,6,0
87.86179722170716,17,96,6511,84576,1.2861107281343225,1036.70768047408,806.0796460176991,3,110,0,6,0
15.39949930832362,19,13,7790,1391,2.0779896384490635,596.1882147062765,286.90625,3,29,0,6,0
85.23307263926604,8,34,1064,4352,0.4927664661082629,63.543409058151234,128.95238095238096,2,40,0,6,0
0.11497603561151491,1541,5,1670444,1795,13446.280277254291,14544239.511355394,1081.6552393272962,1541,5,7,6,1
49.44013541682646,11,17,8118,16082,0.5663414908542196,489.48085995257554,864.2857142857143,2,26,0,6,0
0.33994862817371774,3646,0,2049052,0,10725.149913347646,6027534.251301377,562.0,3646,0,5,17,1
23.799218584856828,39,62,8073,57536,4.2438368150568255,2756.771184149141,649.5940594059406,1,100,0,6,0
16.078268626336424,190,75,16340,12225,16.481874146941816,1776.621641537332,107.79245283018868,13,252,0,6,3
26.217393360357637,92,154,13064,21714,9.383083841277967,1326.5239424063623,141.3739837398374,8,235,0,6,3
1.2564900238197452,29,38,25114,37810,53.32314521393427,50079.18790211343,939.1641791044776,2,65,0,17,0
18.894208085140455,174,89,18096,10413,13.919609586963269,1508.8750939723795,108.39923954372624,8,255,4,6,3
0.03986921002349275,2284,0,1258484,0,57287.31516511522,31565310.655978486,551.0,2284,0,7,6,1
0.00871420366903468,1,1,42,59,229.51035756793954,11590.273057180946,50.5,1,1,0,6,2
0.0207850020145956,1,0,41,0,48.11161429273772,1972.5761860022467,41.0,1,0,0,6,2
0.2869611926836038,2295,2,1627155,812,8004.566675092595,5673125.988833464,708.7361776229865,2295,2,5,6,1
80.93113653223658,24,63,9288,13356,1.074987992604627,279.793426488956,260.2758620689655,1,86,0,17,0
6.831518027490825,104,179,11752,17184,41.425639054332436,4235.66180804298,102.24734982332156,10,273,1,6,3
19.771873050510603,39,95,14547,108965,6.777304287645094,6246.8537848926935,921.7313432835821,1,133,0,6,0
7.589662547955287,84,117,7896,22581,26.483390892543824,4015.593553393324,151.62686567164178,6,190,4,6,3
34.52899630348942,18,96,7470,46080,3.3015729446059634,1550.8704489793802,469.7368421052632,3,111,0,6,0
108.73504243843946,8,16,5704,14896,0.22072001317871046,189.4513446450598,858.3333333333334,2,22,0,6,0
117.59595650563148,15,99,7740,118107,0.9694210871488658,1070.1643469686255,1103.921052631579,3,111,0,6,0
106.089660802717,14,74,1400,60680,0.8294870521232384,585.16541131603,705.4545454545455,3,85,0,6,0
44.393530323943466,7,50,1953,28750,1.283970875577275,691.6097858394575,538.6491228070175,3,54,0,17,0
0.020912492101773726,1,1,47,45,95.63661711223632,4399.284387162871,46.0,1,1,1,6,2
0.044189394028502894,1,0,50,0,22.629864518055697,1131.4932259027848,50.0,1,0,1,6,2
0.040726716512145066,2,0,86,0,49.107813525884964,2111.6359816130534,43.0,2,0,1,6,2
0.011899252159737559,2,0,94,0,168.07778952422086,7899.6561076383805,47.0,2,0,0,6,2
40.06317219252708,9,40,3807,44280,1.2230684021855838,1200.2793929775135,981.3673469387755,2,47,0,17,0
4.284463679236671,21,27,13818,16389,11.203269205575756,7050.3573519338925,629.3125,1,47,0,6,0
